City and Date,Date,City,Raw Number of Posts,Residual After Controlling for Time,Good Sunset,Latitude,Longitude,State Name,City Name,Date of Last Change,Missing Days (#),CO (in parts per million),NO2 (in parts per billion),SO2 (in parts per billion),Ozone (in parts per million),AQI,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
San_Francisco2016-02-17,2/17/2016,San_Francisco,124,-0.216507805,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,21.1,1.1,0.041,20,2/17/2016,66.9,51.1,62.4,66.9,51.1,62.4,48.4,61.8,0.23,100,16.67,rain,0,0,39.5,26.5,178,1003.4,85.7,9.4,,,,,2016-02-17T06:57:17,2016-02-17T17:50:28,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-18,2/18/2016,San_Francisco,147,-0.055413421,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,14.4,0.6,0.038,13,2/18/2016,61.3,51.5,56.1,61.3,51.5,56.1,45.3,67.7,0.15,100,16.67,rain,0,0,41.4,20.4,212.4,1013.7,67,9.7,,,,,2016-02-18T06:56:03,2016-02-18T17:51:32,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-19,2/19/2016,San_Francisco,65,-0.655639445,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,23.4,0.8,0.037,22,2/19/2016,62,49.5,53.9,62,45.7,53.5,47,78.3,0.02,100,4.17,rain,0,0,35.3,20.3,167.4,1020.3,67.3,9.3,,,,,2016-02-19T06:54:49,2016-02-19T17:52:35,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-20,2/20/2016,San_Francisco,272,0.640083117,1,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.6,33.2,2.6,0.028,31,2/20/2016,59.5,44.6,52.3,59.5,44.2,51.9,44.3,75,0,0,0,,0,0,,11.1,321.7,1023.3,51.3,9.8,,,,,2016-02-20T06:53:34,2016-02-20T17:53:39,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-21,2/21/2016,San_Francisco,300,0.545269781,1,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.7,33.4,1.7,0.032,31,2/21/2016,62.2,43.8,52.5,62.2,41.5,52.1,44.6,75.5,0,0,0,,0,0,,17.1,307.4,1024.6,42.1,9.9,,,,,2016-02-21T06:52:17,2016-02-21T17:54:42,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-22,2/22/2016,San_Francisco,209,0.256003384,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,1.3,42.2,2.4,0.021,40,2/22/2016,67.5,46.5,55.7,67.5,44.2,55.4,47.3,75.1,0,0,0,,0,0,,9.6,316.6,1022.6,63.3,9.9,,,,,2016-02-22T06:51:00,2016-02-22T17:55:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-23,2/23/2016,San_Francisco,281,0.770984627,1,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.7,39.6,3.1,0.025,37,2/23/2016,67.5,47.5,57.3,67.5,47.5,57.3,41.9,59.8,0,0,0,,0,0,,10.9,326.9,1017.8,58.6,9.9,,,,,2016-02-23T06:49:42,2016-02-23T17:56:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-24,2/24/2016,San_Francisco,205,0.273342437,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.9,50.2,21.1,0.033,47,2/24/2016,67.6,48.9,57.4,67.6,47.6,57.3,45.2,65,0,0,0,,0,0,,15.3,307.4,1020,33.9,9.9,,,,,2016-02-24T06:48:23,2016-02-24T17:57:49,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-25,2/25/2016,San_Francisco,202,0.274038908,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,1.1,53.2,3.2,0.032,50,2/25/2016,69,51.4,59.2,69,51.4,59.2,49.9,72.1,0,0,0,,0,0,,10.2,312.8,1019.8,22.8,9.5,,,,,2016-02-25T06:47:03,2016-02-25T17:58:51,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-26,2/26/2016,San_Francisco,95,-0.480436048,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.6,31.4,1.3,0.029,29,2/26/2016,65.9,52.5,58.2,65.9,52.5,58.2,51.2,78.1,0,0,0,,0,0,,15,304.4,1020.6,72.5,9.8,,,,,2016-02-26T06:45:42,2016-02-26T17:59:52,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-27,2/27/2016,San_Francisco,191,0.129774612,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,16.2,1.4,0.032,15,2/27/2016,66,53.8,59.1,66,53.8,59.1,50,72.9,0,0,0,,0,0,33.3,15.1,292.8,1022,64.6,9.8,,,,,2016-02-27T06:44:20,2016-02-27T18:00:53,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-28,2/28/2016,San_Francisco,290,0.47377229,1,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.6,29.2,1.2,0.026,27,2/28/2016,64.3,49.8,56.1,64.3,47.9,56,48.7,77,0,0,0,,0,0,,12.8,301.5,1022.6,70.1,9.8,,,,,2016-02-28T06:42:58,2016-02-28T18:01:54,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-02-29,2/29/2016,San_Francisco,792,3.848095542,1,37.765946,-122.399044,California,San Francisco,11/8/2021,0,1,41.3,2.2,0.018,39,2/29/2016,68.7,51.6,59,68.7,51.6,59,51.1,76.6,0,0,0,,0,0,,8.1,328.6,1021.3,57.9,7.1,,,,,2016-02-29T06:41:34,2016-02-29T18:02:54,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-01,3/1/2016,San_Francisco,209,0.316823333,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,1,37.9,1.8,0.028,35,3/1/2016,69.7,52.1,60.4,69.7,52.1,60.4,48.3,66.9,0,0,0,,0,0,,16.6,295.6,1020.5,40.9,9.9,,,,,2016-03-01T06:40:10,2016-03-01T18:03:55,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-02,3/2/2016,San_Francisco,114,-0.297987816,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,20.5,9,0.026,19,3/2/2016,66.1,53.8,59.5,66.1,53.8,59.5,53.2,80.1,0,0,0,,0,0,23,18.7,250,1019.3,73.1,9.5,,,,,2016-03-02T06:38:46,2016-03-02T18:04:54,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-03,3/3/2016,San_Francisco,26,-0.822195416,0,37.765946,-122.399044,California,San Francisco,11/8/2021,5,0.5,21.4,0.7,0.02,20,3/3/2016,63.9,58.3,60.9,63.9,58.3,60.9,53.9,78,0,0,0,,0,0,24.2,10.8,308.5,1018.9,98.4,9.9,,,,,2016-03-03T06:37:21,2016-03-03T18:05:54,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-09,3/9/2016,San_Francisco,174,0.064763766,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.7,30.2,3.2,0.021,28,3/9/2016,63.4,52.2,58.2,63.4,52.2,58.2,52.5,81.4,0.03,100,12.5,rain,0,0,,10.4,154,1018.6,94.2,8.5,,,,,2016-03-09T06:28:38,2016-03-09T18:11:45,0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-10,3/10/2016,San_Francisco,69,-0.564315219,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,18.4,1.6,0.028,17,3/10/2016,64.9,57.8,61.1,64.9,57.8,61.1,53.9,77.7,0.55,100,33.33,rain,0,0,25.3,15.8,161.8,1015.8,84.5,8.7,,,,,2016-03-10T06:27:09,2016-03-10T18:12:43,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-11,3/11/2016,San_Francisco,64,-0.688313919,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,15.6,0.6,0.04,14,3/11/2016,58.8,52.9,55.9,58.8,52.9,55.9,49.6,79.5,0.15,100,41.67,rain,0,0,42.4,28.1,214.4,1009.5,96.7,8.6,,,,,2016-03-11T06:25:40,2016-03-11T18:13:40,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-12,3/12/2016,San_Francisco,62,-0.683194555,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.6,15.9,0.7,0.039,14,3/12/2016,58.3,50.6,55.1,58.3,50.6,55.1,48.8,79.3,0.13,100,37.5,rain,0,0,34.4,20.5,169.4,1019.4,89.8,8,,,,,2016-03-12T06:24:10,2016-03-12T18:14:38,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-13,3/13/2016,San_Francisco,75,-0.870140456,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,4.5,0.5,0.038,4,3/13/2016,59.5,57.2,58.1,59.5,57.2,58.1,54.9,89.2,0.47,100,62.5,rain,0,0,34.4,18.5,197.3,1017.3,100,7.1,,,,,2016-03-13T07:22:41,2016-03-13T19:15:35,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-14,3/14/2016,San_Francisco,134,-0.256304166,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.7,26.2,1.4,0.041,25,3/14/2016,60.7,52.8,57,60.7,52.8,57,47.1,70.6,0,0,0,,0,0,20.8,16.7,282.7,1022.7,73,9.9,,,,,2016-03-14T07:21:10,2016-03-14T19:16:31,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-15,3/15/2016,San_Francisco,186,0.136740577,0,37.765946,-122.399044,California,San Francisco,11/8/2021,2,1,38.8,1.9,0.033,36,3/15/2016,64.2,46.4,54.6,64.2,45.2,54.4,44.9,70.9,0,0,0,,0,0,,16.1,296.9,1023.8,21.3,9.9,,,,,2016-03-15T07:19:40,2016-03-15T19:17:28,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-18,3/18/2016,San_Francisco,138,-0.257325255,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,9.4,0.9,0.032,8,3/18/2016,63.6,52.7,56.2,63.6,52.7,56.2,50.7,82.2,0,0,0,,0,0,,18.8,284.7,1015.7,73,9.9,,,,,2016-03-18T07:15:08,2016-03-18T19:20:16,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-19,3/19/2016,San_Francisco,122,-0.337442912,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,9.5,0.8,0.037,8,3/19/2016,67,53.6,58.4,67,53.6,58.4,51.8,79.1,0,0,0,,0,0,26.2,13.7,282.3,1017.2,80.4,9.8,,,,,2016-03-19T07:13:37,2016-03-19T19:21:12,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-20,3/20/2016,San_Francisco,153,-0.411961123,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,10.1,1.7,0.035,9,3/20/2016,66.4,53.8,58.9,66.4,53.8,58.9,53.1,81.3,0.05,100,16.67,rain,0,0,25.3,13.5,198,1017.9,87.7,9.2,,,,,2016-03-20T07:12:05,2016-03-20T19:22:08,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-03-21,3/21/2016,San_Francisco,13,-1.002174751,0,37.765946,-122.399044,California,San Francisco,11/8/2021,14,0.6,31.5,3.5,0.042,29,3/21/2016,62.7,53.6,57.3,62.7,53.6,57.3,50.5,78.3,0,0,0,,0,0,31.1,20.3,220.3,1018.8,78.7,9.7,,,,,2016-03-21T07:10:34,2016-03-21T19:23:04,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-05,4/5/2016,San_Francisco,197,0.212302136,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,1,40.8,2.3,0.032,38,4/5/2016,77.1,50.5,62.6,77.1,50.5,62.6,45.9,59.1,0,0,0,,0,0,,15.7,295.1,1022,17.3,9.8,,,,,2016-04-05T06:47:56,2016-04-05T19:36:48,0.98,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-06,4/6/2016,San_Francisco,716,3.392391987,1,37.765946,-122.399044,California,San Francisco,11/8/2021,0,1,49.1,3.6,0.037,46,4/6/2016,85.7,58.7,71,83.4,58.7,70.7,48.1,46.2,0,0,0,,0,0,47.2,9.3,86.6,1018,36.7,9.9,,,,,2016-04-06T06:46:27,2016-04-06T19:37:43,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-07,4/7/2016,San_Francisco,178,0.089947548,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,23.1,1.2,0.036,22,4/7/2016,71,59.7,64.4,71,59.7,64.4,51.2,63.1,0,0,0,,0,0,19.7,15.1,298.4,1014.1,72.7,9.9,,,,,2016-04-07T06:44:59,2016-04-07T19:38:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-08,4/8/2016,San_Francisco,93,-0.52669384,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,15.8,1.5,0.029,14,4/8/2016,65.8,58.6,61.4,65.8,58.6,61.4,54.6,78.5,0.13,100,8.33,rain,0,0,,13,277.6,1012.4,92.4,9.1,,,,,2016-04-08T06:43:31,2016-04-08T19:39:32,0.01,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-09,4/9/2016,San_Francisco,72,-0.637359176,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.6,10,0.7,0.027,9,4/9/2016,63.9,57.5,59.3,63.9,57.5,59.3,56.3,89.9,0.1,100,33.33,rain,0,0,,13.7,285.5,1012.8,99.7,8.1,,,,,2016-04-09T06:42:04,2016-04-09T19:40:27,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-10,4/10/2016,San_Francisco,74,-0.890686489,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.3,7.6,0.7,0.032,7,4/10/2016,58.7,55.8,57.1,58.7,55.8,57.1,51.5,81.6,0.08,100,29.17,rain,0,0,20.8,12.8,264.3,1013.2,98.2,9,,,,,2016-04-10T06:40:38,2016-04-10T19:41:22,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-11,4/11/2016,San_Francisco,112,-0.380922383,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,14.6,1.5,0.032,13,4/11/2016,64.8,54.8,58.9,64.8,54.8,58.9,49.8,72.5,0,0,0,,0,0,,11.6,245.4,1018.9,86,9.7,,,,,2016-04-11T06:39:11,2016-04-11T19:42:17,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-12,4/12/2016,San_Francisco,141,-0.129509895,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,16.5,1.3,0.04,15,4/12/2016,61.5,55.3,57.2,61.5,55.3,57.2,47.9,71.4,0,0,0,,0,0,36.8,22.6,266.1,1022.9,88.2,9.9,,,,,2016-04-12T06:37:46,2016-04-12T19:43:12,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-13,4/13/2016,San_Francisco,126,-0.248217785,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,7.7,1.6,0.039,7,4/13/2016,63,54.3,57.8,63,54.3,57.8,47.9,69.8,0,0,0,,0,0,32.4,20.1,270.5,1022.1,51.5,9.9,,,,,2016-04-13T06:36:21,2016-04-13T19:44:07,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-14,4/14/2016,San_Francisco,163,0.001653062,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,25.6,1,0.04,24,4/14/2016,63.5,50.3,57.4,63.5,50.3,57.4,45.2,64.4,0.02,100,8.33,rain,0,0,39.7,27.1,277.7,1020.3,54.3,9.6,,,,,2016-04-14T06:34:57,2016-04-14T19:45:02,0.27,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-15,4/15/2016,San_Francisco,168,-0.05888936,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.7,26.7,1.2,0.033,25,4/15/2016,67.5,49.5,58.6,67.5,46.7,58.4,45,61.6,0,0,0,,0,0,35.6,23.2,299.3,1020.3,16.4,9.9,,,,,2016-04-15T06:33:33,2016-04-15T19:45:57,0.32,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-16,4/16/2016,San_Francisco,478,1.875404867,1,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.8,29.7,2.6,0.037,27,4/16/2016,78.9,50.8,63.8,78.9,50.8,63.8,47.3,58.7,0,0,0,,0,0,,13.7,291.8,1018.7,21.6,9.9,,,,,2016-04-16T06:32:10,2016-04-16T19:46:52,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-17,4/17/2016,San_Francisco,377,0.985885508,1,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.7,24.8,3,0.047,23,4/17/2016,77.7,53.6,65.9,77.7,53.6,65.9,45.6,48.8,0,0,0,,0,0,,11,311.4,1016.5,21.9,9.9,,,,,2016-04-17T06:30:48,2016-04-17T19:47:47,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-18,4/18/2016,San_Francisco,231,0.359060672,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,1.1,55.6,3.1,0.043,52,4/18/2016,78.4,55.5,66.6,78.4,55.5,66.6,45.4,47.2,0,0,0,,0,0,,19.3,309.5,1017.2,39.8,9.9,,,,,2016-04-18T06:29:26,2016-04-18T19:48:42,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-19,4/19/2016,San_Francisco,197,0.221390691,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.8,52.1,3.1,0.044,49,4/19/2016,78,56,65.4,78,56,65.4,43.6,45.9,0,0,0,,0,0,27.7,14.5,306.2,1014.7,59.4,9.9,,,,,2016-04-19T06:28:06,2016-04-19T19:49:37,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-20,4/20/2016,San_Francisco,147,-0.113422966,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.9,57.3,4.6,0.036,54,4/20/2016,74.2,50.8,62.4,74.2,50.8,62.4,43.4,51.3,0,0,0,,0,0,,15.7,308.1,1013.9,44,9.9,,,,,2016-04-20T06:26:46,2016-04-20T19:50:32,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-21,4/21/2016,San_Francisco,241,0.488694144,1,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.6,17.2,2.5,0.034,16,4/21/2016,70.5,59.5,64,70.5,59.5,64,52.6,67.1,0,0,0,,0,0,29.8,18.2,226.1,1012.7,85.8,9.9,,,,,2016-04-21T06:25:27,2016-04-21T19:51:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-22,4/22/2016,San_Francisco,156,-0.127717015,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.6,16.4,1.1,0.043,15,4/22/2016,62.9,55.6,60.4,62.9,55.6,60.4,50.4,70.1,0.07,100,16.67,rain,0,0,35.7,23.7,229.6,1013,87,9.5,,,,,2016-04-22T06:24:09,2016-04-22T19:52:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-23,4/23/2016,San_Francisco,159,-0.089886377,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,10.9,1,0.036,9,4/23/2016,64.5,51.4,58.6,64.5,51.4,58.6,47.2,66.2,0,0,0,,0,0,34.4,22.2,281.9,1021.8,40.2,9.9,,,,,2016-04-23T06:22:51,2016-04-23T19:53:18,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-24,4/24/2016,San_Francisco,158,-0.361516679,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,9.7,0.9,0.039,8,4/24/2016,65.8,52.8,58.7,65.8,52.8,58.7,45.9,63.5,0,0,0,,0,0,51.2,33.2,285.9,1017.6,56.6,9.9,,,,,2016-04-24T06:21:35,2016-04-24T19:54:13,0.53,Partially cloudy,Partly cloudy throughout the day.,wind,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-25,4/25/2016,San_Francisco,159,-0.080083011,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,18.7,1.1,0.037,17,4/25/2016,64.9,48.8,56.1,64.9,43.9,55.6,37.6,50.5,0,0,0,,0,0,42.5,25.3,287.7,1016.9,15.8,9.9,,,,,2016-04-25T06:20:20,2016-04-25T19:55:08,0.55,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-26,4/26/2016,San_Francisco,250,0.55457985,1,37.765946,-122.399044,California,San Francisco,11/8/2021,0,1,30.9,5.7,0.036,28,4/26/2016,62.9,49.2,55.4,62.9,46,54.9,43.9,66.1,0,0,0,,0,0,41.5,25.8,275.2,1018,52.2,9.8,,,,,2016-04-26T06:19:05,2016-04-26T19:56:03,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-27,4/27/2016,San_Francisco,139,-0.156960499,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,7.2,1.2,0.04,7,4/27/2016,61.6,52.3,56.1,61.6,52.3,56.1,46.6,71,0.05,100,4.17,rain,0,0,43.7,30.2,277.4,1014.3,58,9.4,,,,,2016-04-27T06:17:52,2016-04-27T19:56:58,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-28,4/28/2016,San_Francisco,159,-0.011880694,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.6,26.1,3.9,0.034,25,4/28/2016,64.3,50,56.7,64.3,50,56.7,46.3,68.7,0,0,0,,0,0,40.3,21.1,268.8,1013.3,24.4,9.8,,,,,2016-04-28T06:16:39,2016-04-28T19:57:54,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-29,4/29/2016,San_Francisco,173,-0.016580236,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,27.9,1.1,0.035,25,4/29/2016,62.8,50.7,56.4,62.8,50.7,56.4,46.8,70.8,0,0,0,,0,0,48.3,28.7,261.9,1015.8,56.1,9.7,,,,,2016-04-29T06:15:28,2016-04-29T19:58:49,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-04-30,4/30/2016,San_Francisco,234,0.379691896,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.6,21.8,1.1,0.037,20,4/30/2016,75.2,52.3,63.5,75.2,52.3,63.5,42.8,49.4,0,0,0,,0,0,33.3,20.5,307.8,1012.1,10.7,9.9,,,,,2016-04-30T06:14:18,2016-04-30T19:59:44,0.77,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2016-05-01,5/1/2016,San_Francisco,187,-0.175998708,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.7,31.5,1.4,0.04,29,5/1/2016,80,56.9,66.5,80,56.9,66.5,47.4,52,0,0,0,,0,0,27.7,13,310.9,1010.6,15.4,9.9,,,,,2016-05-01T06:13:09,2016-05-01T20:00:39,0.83,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
